Customer_ID,Full_Name,NIC_Number,Gender,Date_of_Birth,Age,District,Province,Urban_Rural,Customer_Segment,Account_Open_Date,Customer_Tenure_Years,Savings_Balance,Monthly_Deposit_Avg,Monthly_Withdrawal_Avg,Net_Monthly_Flow,Account_Status,Interest_Rate_Tier,Has_Loan,Loan_Type,Loan_Amount,Loan_Tenure_Months,Monthly_Repayment_Amount,Loan_Repayment_Status,Loan_Start_Date,Outstanding_Loan_Balance,Mobile_App_User,Last_Login_Date,Monthly_Transaction_Count,Preferred_Channel,Push_Notification_Enabled,KYC_Status,KYC_Last_Updated,Suspicious_Activity_Flag,PEP_Flag,Has_Fixed_Deposit,FD_Amount,Has_Insurance,Has_Mobile_Wallet,Number_of_Products,Acquisition_Channel,Referral_Source,Last_Campaign_Response,Promo_Code_Used,Age_Band,Debt_to_Savings,Savings_Growing,CrossSell_Opportunity,High_Risk_Flag
FSL-0216,Samantha Baker,848397920V,Female,1984-12-04,39,Gampaha,Western,Rural,Regular,2020-09-04,5.7,71766.44,3247.59,2395.22,852.3700000000003,Active,Standard,Yes,Personal,2297827.56,24.0,105317.1,On-Time,2021-06-09,235790.27,Yes,2023-08-18,22,App,Yes,Verified,2024-01-01,No,No,No,,No,No,2,Referral,,Ignored,No,35-44,3.2855227317949725,True,True,False
FSL-0217,Margaret Thomas,827344254V,Female,1982-08-22,41,Gampaha,Western,Suburban,Premium,2019-03-26,7.1,4751407.2,347140.12,150899.13,196240.99,Suspended,Gold,No,,,,,,,,Yes,2023-11-08,16,App,No,Verified,2023-12-07,No,No,No,,No,Yes,2,Referral,Family,Unsubscribed,Yes,35-44,,True,True,False
FSL-0218,Janet Green,005809096V,Female,2000-03-20,23,Gampaha,Western,Urban,Regular,2023-10-09,2.6,227638.22,14747.9,7805.24,6942.66,Active,Silver,Yes,Housing,2985861.98,36.0,91234.67,Delayed,2023-11-02,1360303.01,Yes,2023-07-08,3,Online,No,Verified,2022-07-12,No,No,No,,No,Yes,3,Branch,Colleague,Unsubscribed,No,18-24,5.975723277048995,True,True,False
FSL-0219,Jessica Morgan,017857935V,Female,2001-10-12,22,Trincomalee,Eastern,Urban,Premium,2015-08-29,10.7,734506.75,55722.53,32461.69,23260.84,Active,Silver,No,,,,,,,,No,,4,App,Yes,Verified,2022-02-19,No,No,No,,No,No,1,Branch,Colleague,Responded,No,18-24,,True,True,False
FSL-0220,Melissa Nelson,740086198V,Male,1974-01-08,50,Badulla,Uva,Suburban,Regular,2018-07-07,7.8,54446.49,1506.66,1239.99,266.6700000000001,Inactive,Standard,No,,,,,,,,No,,2,Online,No,Pending,2021-06-24,No,No,Yes,1500051.55,No,No,2,Agent,Friend,Responded,Yes,45-54,,True,False,False
FSL-0221,Linda Williams,817463679V,Female,1981-09-03,42,Ratnapura,Sabaragamuwa,Suburban,Starter,2020-07-20,5.8,10914.8,451.78,327.73,124.04999999999995,Active,Standard,No,,,,,,,,No,,1,App,Yes,Verified,2021-08-04,No,No,No,,No,No,1,Branch,,Unsubscribed,Yes,35-44,,True,True,False
FSL-0222,Linda Flores,810169161V,Male,1981-01-16,42,Gampaha,Western,Rural,Premium,2022-08-22,3.7,4916005.14,134302.59,70392.69,63909.899999999994,Inactive,Gold,Yes,Vehicle,503637.63,12.0,46166.78,On-Time,2023-08-19,332707.26,Yes,2023-08-08,2,Online,No,Verified,2022-07-16,No,No,No,,No,No,2,Branch,Friend,Ignored,No,35-44,0.06767837919713811,True,True,False
FSL-0223,Joseph Cook,941997248V,Male,1994-07-18,29,Gampaha,Western,Urban,Premium,2023-08-24,2.7,4394819.8,111414.39,90402.47,21011.92,Active,Gold,No,,,,,,,,Yes,2023-12-10,11,App,Yes,Pending,2021-09-27,No,No,No,,Yes,Yes,3,Branch,,Ignored,No,25-34,,True,False,False
FSL-0224,Sandra Roberts,745187922V,Female,1974-01-18,49,Jaffna,Northern,Suburban,Regular,2019-10-11,6.6,92499.02,4699.0,4153.74,545.2600000000002,Active,Standard,No,,,,,,,,No,,3,App,Yes,Verified,2022-09-05,No,No,No,,No,Yes,2,Agent,Colleague,Ignored,No,45-54,,True,True,False
FSL-0225,David Rivera,923327961V,Male,1992-11-27,31,Kurunegala,North Western,Urban,Regular,2021-05-17,5.0,654003.31,27028.29,17604.63,9423.66,Inactive,Silver,Yes,Business,579678.98,24.0,26568.62,Delayed,2021-07-02,99007.42,No,,2,Online,No,Verified,2023-10-04,No,No,No,,No,No,2,Branch,Family,Responded,No,25-34,0.15138672616198226,True,True,False
FSL-0226,Margaret Stewart,891689755V,Male,1989-06-17,34,Colombo,Western,Urban,Premium,2016-12-04,9.4,3451104.37,164306.32,89227.36,75078.96,Active,Gold,No,,,,,,,,No,,2,Online,No,Expired,2023-10-14,No,No,Yes,126364.24,Yes,Yes,4,Branch,Friend,Responded,No,25-34,,True,False,False
FSL-0227,Lisa Green,733155930V,Male,1973-11-11,50,Ratnapura,Sabaragamuwa,Urban,Regular,2016-04-22,10.0,149562.28,4359.04,3145.3,1213.7399999999998,Suspended,Standard,No,,,,,,,,No,,4,Branch,Yes,Verified,2022-03-13,No,Yes,No,,No,No,1,Agent,,Ignored,No,45-54,,True,True,False
FSL-0228,Kimberly Williams,878408964V,Female,1987-12-06,36,Badulla,Uva,Suburban,Regular,2022-08-11,3.7,725957.05,52311.05,22972.06,29338.99,Active,Silver,Yes,Vehicle,1682104.27,36.0,51397.63,Delayed,2023-03-12,1439493.54,Yes,2023-11-07,24,Agent,No,Verified,2021-08-12,No,No,No,,No,No,2,Referral,,Unsubscribed,No,35-44,1.9828907784558327,True,True,False
FSL-0229,Gary Wilson,026587395V,Female,2002-06-07,21,Kurunegala,North Western,Rural,Regular,2023-03-28,3.1,300999.34,14550.15,12841.45,1708.699999999999,Active,Silver,Yes,Personal,2017816.53,24.0,92483.26,On-Time,2023-06-16,1240728.46,Yes,2023-09-15,33,Online,Yes,Verified,2020-02-07,No,No,No,,Yes,No,3,Digital,Friend,Ignored,Yes,18-24,4.122030500133322,True,False,False
FSL-0230,Karen Davis,912995224V,Male,1991-10-26,32,Jaffna,Northern,Rural,Regular,2023-08-21,2.7,704616.64,25401.06,9924.37,15476.69,Active,Silver,No,,,,,,,,No,,5,App,No,Verified,2022-07-25,No,No,No,,No,No,1,Digital,,Responded,Yes,25-34,,True,True,False
FSL-0231,Donald White,775165786V,Female,1977-01-16,46,Unknown,Sabaragamuwa,Rural,Regular,2016-02-11,10.2,140350.67,5870.06,4646.13,1223.9300000000003,Active,Standard,Yes,Business,2319196.93,12.0,212593.05,On-Time,2021-06-04,904769.88,Yes,2023-06-22,19,Online,No,Verified,2023-07-13,No,No,No,,No,Yes,3,Agent,,Unsubscribed,No,45-54,6.446494911638113,True,True,False
FSL-0232,Carolyn Stewart,716238251V,Female,1971-05-03,52,Kandy,Central,Rural,Regular,2020-10-20,5.5,756041.42,18966.58,9272.43,9694.150000000001,Suspended,Silver,Yes,Personal,1210135.49,12.0,110929.09,Delayed,2021-08-25,1049350.19,Yes,2023-11-09,35,Online,Yes,Expired,2023-12-06,No,No,No,,No,Yes,3,Referral,,Ignored,Yes,45-54,1.3879533081666344,True,True,False
FSL-0233,Kevin Adams,941548244V,Male,1994-06-03,29,Jaffna,Northern,Rural,Regular,2019-07-15,6.8,624812.26,45522.87,15958.89,29563.980000000003,Active,Silver,Yes,Housing,1585385.62,60.0,29065.4,On-Time,2020-01-21,848055.85,Yes,2023-08-27,12,App,Yes,Pending,2023-04-28,No,No,No,,No,No,2,Digital,Colleague,Responded,No,25-34,1.357297070323172,True,True,False
FSL-0234,Donald Brown,900485881V,Male,1990-02-17,33,Trincomalee,Eastern,Suburban,Regular,2017-08-25,8.7,648202.3,51428.37,32881.16,18547.21,Inactive,Silver,No,,,,,,,,Yes,2023-10-31,16,Online,Yes,Verified,2023-03-19,No,No,No,,Yes,Yes,3,Branch,Colleague,Ignored,Yes,25-34,,True,False,False
FSL-0235,,740512018V,Male,1974-02-20,49,Kurunegala,North Western,Rural,Regular,2020-01-02,6.3,80896.7,4903.1,2655.78,2247.32,Active,Standard,No,,,,,,,,No,,4,Agent,No,Expired,2023-11-12,No,No,No,,No,Yes,2,Branch,,Ignored,Yes,45-54,,True,True,False
FSL-0236,Rachel Campbell,010564483V,Male,2001-02-25,22,Ratnapura,Sabaragamuwa,Suburban,Regular,2021-04-08,5.1,308079.01,23755.76,15701.61,8054.149999999998,Active,Silver,Yes,Vehicle,168832.32,24.0,7738.15,On-Time,2022-02-14,159102.02,Yes,2023-10-03,3,Branch,Yes,Verified,2020-04-09,No,No,Yes,447846.55,No,Yes,4,Referral,Friend,Unsubscribed,No,18-24,0.5164325216443665,True,False,False
FSL-0237,Donna Roberts,855567181V,Female,1985-02-25,38,Ratnapura,Sabaragamuwa,Rural,Starter,2016-06-27,9.8,115482.93,5807.16,3348.19,2458.97,Active,Standard,Yes,Vehicle,313479.19,60.0,5747.12,Delayed,2021-01-29,134529.55,No,,2,App,No,Expired,2021-07-22,No,No,No,,No,No,2,Referral,,Ignored,No,35-44,1.1649301762606818,True,True,False
FSL-0238,Christopher Jackson,952129548V,Male,1995-07-31,28,Galle,Southern,Rural,Regular,2015-03-18,11.1,113820.88,8669.84,3535.96,5133.88,Active,Standard,No,,,,,,,,Yes,2023-11-28,30,App,No,Verified,2022-04-02,No,No,No,,No,Yes,2,Digital,,Ignored,No,25-34,,True,True,False
FSL-0239,Mark Miller,822933359V,Male,1982-10-20,41,Kandy,Central,Urban,Premium,2018-06-10,7.9,4784741.27,290512.81,97422.96,193089.84999999998,Suspended,Gold,Yes,Personal,929171.79,12.0,85174.08,On-Time,2020-10-02,798213.73,Yes,2023-12-29,9,App,Yes,Pending,2023-04-15,No,No,No,,No,Yes,3,Referral,,Ignored,Yes,35-44,0.16682484693681254,True,True,False
FSL-0240,Michael Flores,703065409V,Male,1970-11-02,53,Badulla,Uva,Rural,Regular,2017-10-05,8.6,615123.07,36349.5,13643.52,22705.98,Active,Silver,Yes,Housing,2359500.68,24.0,108143.78,On-Time,2019-08-24,1804357.63,Yes,2023-09-17,30,App,Yes,Verified,2023-06-25,No,No,Yes,1873662.95,No,No,3,Agent,Colleague,Ignored,No,45-54,2.9333278460845245,True,False,False
FSL-0241,Rachel Young,770889750V,Male,1977-03-29,46,Trincomalee,Eastern,Urban,Premium,2022-10-31,3.5,1053396.34,29894.35,18949.65,10944.699999999997,Active,Gold,Yes,Vehicle,2657598.26,36.0,81204.39,On-Time,2023-11-20,1864546.97,Yes,2023-11-17,22,Online,Yes,Unknown,2021-11-03,Yes,No,No,,Yes,Yes,4,Digital,,Responded,No,45-54,1.7700336513415262,True,False,False
FSL-0242,Samantha Bell,945512329V,Female,1994-02-20,29,Gampaha,Western,Suburban,Starter,2022-07-13,3.8,69550.63,1906.03,1683.45,222.57999999999993,Active,Standard,No,,,,,,,,Yes,2024-01-01,2,App,Yes,Expired,2022-06-29,Yes,No,No,,No,No,1,Branch,Friend,Ignored,No,25-34,,True,True,False
FSL-0243,Sarah Harris,866041602V,Female,1986-04-14,37,Matara,Southern,Suburban,Regular,2021-10-18,4.5,183087.33,5815.81,4610.04,1205.7700000000004,Active,Standard,No,,,,,,,,Yes,2023-10-05,12,Branch,No,Verified,2023-10-29,No,No,No,,No,Yes,2,Branch,,Ignored,No,35-44,,True,True,False
FSL-0244,Robert Morris,006968437V,Female,2000-07-14,23,Colombo,Western,Rural,Regular,2022-04-16,4.0,60452.98,4614.11,2581.73,2032.3799999999997,Suspended,Standard,Yes,Business,1511945.41,60.0,27719.0,Delayed,2022-12-01,211551.33,No,,4,Agent,Yes,Verified,2021-11-16,No,No,Yes,1501143.94,No,Yes,4,Digital,Family,Responded,No,18-24,3.4994359252430565,True,False,False
FSL-0245,Thomas Parker,710928863V,Male,1971-04-02,52,Kurunegala,North Western,Rural,Regular,2022-01-09,4.3,749347.43,52776.88,23659.46,29117.42,Active,Silver,No,,,,,,,,No,,2,Branch,No,Pending,2023-06-22,No,No,No,,Yes,No,2,Digital,,Ignored,No,45-54,,True,False,False
FSL-0246,Thomas Wilson,893011897V,Male,1989-10-28,34,Matara,Southern,Suburban,Regular,2016-02-22,10.2,548500.28,29375.2,14010.5,15364.7,Active,Silver,Yes,Business,737680.35,60.0,13524.14,Delayed,2023-02-20,80418.64,Yes,2023-12-21,29,App,Yes,Expired,2020-02-23,No,No,Yes,295110.34,No,Yes,4,Branch,,Responded,No,25-34,0.14661549489090506,True,False,False
FSL-0247,Stephanie Flores,026858284V,Female,2002-07-04,21,Kandy,Central,Urban,Regular,2015-09-05,10.7,119590.99,6586.04,4003.49,2582.55,Active,Standard,Yes,Housing,484856.73,36.0,14815.07,On-Time,2018-12-10,200490.92,Yes,2023-10-29,11,App,Yes,Pending,2023-02-19,No,No,Yes,480706.62,No,No,3,Referral,Family,Ignored,No,18-24,1.6764717810263132,True,False,False
FSL-0248,Gary Phillips,958466499V,Female,1995-12-12,28,Trincomalee,Eastern,Urban,Regular,2016-03-05,10.2,374355.63,25213.41,8202.31,17011.1,Active,Silver,Yes,Housing,2095000.64,48.0,48010.43,On-Time,2018-11-09,1065589.13,No,,2,Agent,Yes,Verified,2020-01-14,No,No,Yes,318859.66,No,Yes,4,Referral,Friend,Unsubscribed,Yes,25-34,2.846462146168337,True,False,False
FSL-0249,Dorothy Thomas,812753855V,Male,1981-10-02,42,Jaffna,Northern,Rural,Regular,2017-03-13,9.1,36763.78,2594.53,2195.98,398.5500000000002,Active,Standard,No,,,,,,,,Yes,2023-12-19,9,Online,No,Verified,2021-05-06,No,No,Yes,1101160.81,No,No,2,Agent,,Responded,Yes,35-44,,True,False,False
FSL-0250,Steven Jackson,933257196V,Male,1993-11-21,30,Jaffna,Northern,Urban,Regular,2022-02-18,4.2,210748.72,4799.11,3213.56,1585.5499999999997,Active,Silver,No,,,,,,,,No,,2,Branch,Yes,Pending,2020-09-15,No,No,No,,Yes,Yes,3,Agent,,Ignored,Yes,25-34,,True,False,False
FSL-0251,Cynthia Bell,926349501V,Female,1992-05-13,31,Ratnapura,Sabaragamuwa,Urban,Regular,2020-11-22,5.4,561717.55,35353.94,21101.89,14252.050000000003,Active,Silver,Yes,Personal,661238.81,24.0,30306.78,On-Time,2022-03-17,288640.65,Yes,2023-09-05,12,Online,Yes,Verified,2020-06-21,No,No,Yes,178171.55,No,Yes,4,Agent,,Ignored,No,25-34,0.5138537152702457,True,False,False
FSL-0252,Christine King,875561404V,Female,1987-02-25,36,Kandy,Central,Suburban,Regular,2015-11-07,10.5,300092.49,7485.84,6030.31,1455.5299999999997,Active,Silver,No,,,,,,,,No,,1,App,Yes,Verified,2023-01-23,No,No,No,,No,No,1,Referral,Family,Ignored,No,35-44,,True,True,False
FSL-0253,Maria Thompson,831595617V,Male,1983-06-08,40,Jaffna,Northern,Rural,Regular,2019-07-20,6.8,661051.83,43277.98,13292.16,29985.820000000003,Active,Silver,No,,,,,,,,No,,3,Branch,Yes,Pending,2022-08-29,No,No,No,,No,No,1,Referral,Friend,Ignored,Yes,35-44,,True,True,False
FSL-0254,George White,905681493V,Female,1990-03-09,33,Jaffna,Northern,Urban,Starter,2018-06-05,7.9,141786.33,2918.09,2294.32,623.77,Inactive,Standard,Yes,Business,1305872.08,48.0,29926.24,Delayed,2022-04-19,727322.96,Yes,2023-06-06,4,Branch,Yes,Expired,2021-11-07,No,No,No,,No,Yes,3,Agent,Family,Unsubscribed,Yes,25-34,5.129711446794624,True,True,False
FSL-0255,Cynthia Jackson,748196387V,Female,1974-11-15,49,Trincomalee,Eastern,Rural,Regular,2018-06-01,7.9,92728.38,2434.94,1538.26,896.6800000000001,Active,Standard,No,,,,,,,,Yes,2023-07-18,14,App,No,Verified,2021-02-25,No,No,Yes,209161.04,No,Yes,3,Agent,,Responded,Yes,45-54,,True,False,False
FSL-0256,Catherine Flores,735317373V,Female,1973-01-31,50,Galle,Southern,Urban,Regular,2019-11-06,6.5,657958.96,39403.56,15575.0,23828.559999999998,Active,Silver,Yes,Housing,1532301.31,48.0,35115.24,On-Time,2019-11-21,1444075.0,Yes,2023-12-29,27,Branch,Yes,Expired,2022-10-02,No,No,No,,No,No,2,Agent,Colleague,Ignored,No,45-54,2.194779747356887,True,True,False
FSL-0257,Emily Hill,882275081V,Male,1988-08-14,35,Kandy,Central,Rural,Regular,2020-02-19,6.2,320038.7,19056.64,13703.88,5352.76,Active,Silver,No,,,,,,,,Yes,2023-07-11,19,Online,No,Verified,2021-03-20,No,No,No,,Yes,Yes,3,Digital,,Ignored,No,35-44,,True,False,False
FSL-0258,Jason Taylor,796119291V,Female,1979-04-21,44,Colombo,Western,Suburban,Premium,2022-10-15,3.5,3540299.3,168922.68,85507.75,83414.93,Active,Gold,Yes,Personal,81675.22,12.0,7486.9,Delayed,2022-12-23,30876.81,No,,3,Agent,Yes,Verified,2021-05-11,No,No,No,,No,Yes,3,Digital,,Responded,No,35-44,0.008721525324144205,True,True,False
FSL-0259,Catherine Cook,777032271V,Female,1977-07-22,46,Colombo,Western,Suburban,Premium,2019-01-06,7.3,1300731.03,81770.11,68328.14,13441.970000000001,Active,Gold,Yes,Personal,2517678.37,60.0,46157.44,On-Time,2023-01-12,1664271.88,Yes,2023-11-24,21,Agent,Yes,Verified,2022-02-11,No,No,No,,Yes,Yes,4,Agent,Friend,Unsubscribed,No,45-54,1.279489642066892,True,False,False
FSL-0260,Barbara Stewart,793272582V,Male,1979-11-23,44,Kandy,Central,Suburban,Premium,2020-09-30,5.6,984577.23,39017.31,24863.1,14154.21,Active,Silver,Yes,Business,2819823.52,12.0,258483.82,On-Time,2021-05-04,1136642.32,Yes,2023-09-11,22,App,Yes,Verified,2020-05-15,No,No,No,,Yes,No,3,Agent,Colleague,Ignored,No,35-44,1.154447091976726,True,False,False
FSL-0261,Anthony Morgan,811102552V,Male,1981-04-20,42,Trincomalee,Eastern,Urban,Regular,2019-05-11,7.0,548762.41,17694.735,30791.66,-13096.925,Active,Silver,No,,,,,,,,No,,2,Agent,Yes,Verified,2023-04-13,No,No,No,,No,No,1,Digital,Family,Responded,No,35-44,,False,True,False
FSL-0262,Donald Allen,890814990V,Male,1989-03-22,34,Trincomalee,Eastern,Urban,Premium,2020-08-04,5.7,1834766.29,53392.13,22565.18,30826.949999999997,Active,Gold,No,,,,,,,,Yes,2023-09-22,23,Branch,Yes,Verified,2020-03-22,No,No,No,,No,Yes,2,Referral,Colleague,Responded,No,25-34,,True,True,False
FSL-0263,Nancy Stewart,971017250V,Male,1997-04-11,26,Badulla,Uva,Urban,Regular,2015-01-25,11.3,70401.17,3484.75,3039.39,445.3600000000001,Active,Standard,No,,,,,,,,No,,1,App,Yes,Verified,2021-02-22,No,No,No,,No,No,1,Branch,,Responded,No,25-34,,True,True,False
FSL-0264,Dorothy Roberts,986874299V,Female,1998-07-06,25,Matara,Southern,Rural,Regular,2019-01-12,7.3,330630.69,9940.73,5614.78,4325.95,Active,Silver,No,,,,,,,,No,,3,App,No,Verified,2020-06-19,No,No,No,,Yes,No,2,Referral,,Ignored,No,25-34,,True,False,False
FSL-0265,Laura Carter,735836459V,Female,1973-03-24,50,Kandy,Central,Suburban,Premium,2017-02-15,9.2,518812.48,37198.5,27460.72,9737.779999999999,Active,Silver,Yes,Business,2823840.71,36.0,86284.02,On-Time,2020-07-29,1821070.63,Yes,2023-09-13,4,App,Yes,Verified,2021-02-01,No,No,No,,No,Yes,3,Agent,,Ignored,No,45-54,3.5100748347456867,True,True,False
FSL-0266,Cynthia Green,803198827V,Male,1980-11-14,43,Colombo,Western,Rural,Regular,2022-12-04,3.4,547611.97,33868.86,23274.68,10594.18,Active,Silver,No,,,,,,,,No,,2,Branch,No,Expired,2020-11-26,Yes,No,No,,No,Yes,2,Digital,,Unsubscribed,No,35-44,,True,True,False
FSL-0267,Patricia Green,015135951V,Female,2001-01-13,22,Badulla,Uva,Rural,Regular,2019-04-17,7.0,477142.22,30554.28,22960.85,7593.43,Inactive,Silver,No,,,,,,,,Yes,2023-10-25,24,Branch,Yes,Verified,2022-03-26,No,Yes,Yes,1034274.2,Yes,No,3,Agent,,Ignored,No,18-24,,True,False,False
FSL-0268,Ronald Taylor,862954053V,Male,1986-10-22,37,Kandy,Central,Urban,Premium,2016-03-27,10.1,2527973.53,174081.89,71614.3,102467.59000000001,Active,Gold,Yes,Housing,815088.15,48.0,18679.1,On-Time,2023-03-28,157162.14,Yes,2023-06-21,20,App,Yes,Verified,2021-12-01,Yes,No,No,,No,Yes,3,Referral,Friend,Ignored,No,35-44,0.06216921899494732,True,True,False
FSL-0269,David Miller,931571118V,Male,1993-06-06,30,Kurunegala,North Western,Suburban,Starter,2023-07-16,2.8,43546.19,2140.54,1614.28,526.26,Active,Standard,Yes,Vehicle,2998363.15,24.0,137424.98,Defaulted,2023-10-26,1264320.82,Yes,2023-08-31,23,App,Yes,Expired,2022-04-02,No,No,Yes,1243627.44,No,Yes,4,Branch,Colleague,Ignored,No,25-34,29.03401698288645,True,False,True
FSL-0270,Nicole Rivera,997264079V,Female,1999-08-14,24,Colombo,Western,Rural,Starter,2018-08-12,7.7,7411.39,308.41,100.99,207.42000000000002,Inactive,Standard,Yes,Business,738998.02,48.0,16935.37,On-Time,2022-01-17,572624.68,Yes,2023-09-30,8,Agent,Yes,Verified,2020-10-20,No,No,No,,No,Yes,3,Agent,Friend,Ignored,No,18-24,77.26279146017144,True,True,False
FSL-0271,Gary Taylor,755708899V,Female,1975-03-11,150,Badulla,Uva,Urban,Regular,2023-06-13,2.9,756483.71,46897.86,17037.14,29860.72,Suspended,Silver,Yes,Vehicle,2712813.13,36.0,82891.51,On-Time,2023-08-17,1806849.6,No,,5,App,No,Expired,2023-07-21,No,No,No,,No,No,2,Digital,,Ignored,No,,2.388484479064328,True,True,False
FSL-0272,Laura Edwards,806724662V,Female,1980-06-20,43,Matara,Southern,Urban,Premium,2016-01-01,10.3,2031070.34,112789.46,46570.07,66219.39000000001,Suspended,Gold,No,,,,,,,,Yes,2023-08-20,26,App,Yes,Verified,2021-01-23,No,No,No,,No,No,1,Branch,,Ignored,No,35-44,,True,True,False
FSL-0273,Anthony Hill,940548546V,Male,1994-02-23,29,Jaffna,Northern,Urban,Starter,2017-06-15,8.9,77475.74,3668.25,2424.27,1243.98,Active,Standard,No,,,,,,,,No,,5,App,No,Verified,2023-11-11,No,No,No,,No,No,1,Agent,Colleague,Ignored,No,25-34,,True,True,False
FSL-0274,Amanda Anderson,023164687V,Male,2002-11-12,21,Colombo,Western,Rural,Regular,2020-06-19,5.9,587368.46,22288.35,17585.67,4702.68,Inactive,Silver,Yes,Personal,1666431.58,36.0,50918.74,On-Time,2023-02-13,1569390.53,No,,3,App,Yes,Verified,2023-11-27,No,No,No,,Yes,Yes,4,Digital,,Ignored,No,18-24,2.671901262795078,True,False,False
FSL-0275,Paul Adams,835223372V,Female,1983-01-22,40,Galle,Southern,Urban,Regular,2023-03-31,3.1,527965.64,22033.88,17928.63,4105.25,Active,Silver,No,,,,,,,,No,,3,Agent,No,Verified,2020-04-25,No,No,Yes,199697.02,No,No,2,Agent,Family,Ignored,No,35-44,,True,False,False
FSL-0276,William Davis,872909005V,Male,1987-10-17,36,Matara,Southern,Suburban,Unknown,2022-04-27,4.0,,7523.86,6731.59,792.2699999999995,Active,Standard,Yes,Business,2601442.58,48.0,59616.39,On-Time,2023-07-26,1072378.62,Yes,2023-06-22,9,Agent,No,Expired,2021-04-05,Yes,No,No,,No,No,2,Branch,,Ignored,No,35-44,,True,False,False
FSL-0277,Ronald Allen,741696328V,Male,1974-06-18,49,Gampaha,Western,Suburban,Starter,2021-01-10,5.3,31809.03,2187.57,682.19,1505.38,Active,Standard,No,,,,,,,,No,,3,App,Yes,Verified,2024-01-01,No,No,No,,Yes,No,2,Digital,Family,Unsubscribed,No,45-54,,True,False,False
FSL-0278,James Carter,845373015V,Female,1984-02-06,39,Colombo,Western,Urban,Regular,2016-10-22,9.5,88500.32,3133.41,2355.83,777.5799999999999,Active,Standard,Yes,Vehicle,1122500.94,60.0,20579.18,On-Time,2016-10-22,349194.91,Yes,2023-10-11,20,Agent,Yes,Verified,2021-10-02,No,No,No,,No,Yes,3,Digital,,Ignored,No,35-44,3.9456909308350516,True,True,False
FSL-0279,Barbara Anderson,797403198V,Female,1979-08-28,44,Trincomalee,Eastern,Suburban,Regular,2018-02-10,8.2,120223.85,6893.49,2375.61,4517.879999999999,Active,Standard,Yes,Housing,1230175.16,12.0,112766.06,Defaulted,2022-11-18,1106135.9,Yes,2023-07-23,6,Online,No,Verified,2021-01-29,No,No,No,,No,Yes,3,Branch,Colleague,Unsubscribed,No,35-44,9.20063614665476,True,True,True
FSL-0280,Michael Phillips,731755425V,Male,1973-06-24,50,Gampaha,Western,Suburban,Regular,2019-07-25,6.8,71448.3,4173.34,2160.5,2012.8400000000001,Active,Standard,Yes,Housing,857258.02,12.0,78581.99,On-Time,2020-10-22,361623.58,Yes,2023-07-02,13,Online,No,Pending,2020-07-14,No,No,No,,No,No,2,Digital,Family,Ignored,No,45-54,5.06133218005187,True,True,False
FSL-0281,Linda Scott,916433090V,Female,1991-05-23,32,Matara,Southern,Urban,Regular,2016-09-28,9.6,532899.09,15219.71,9748.78,5470.9299999999985,Active,Silver,No,,,,,,,,Yes,2023-09-03,17,Agent,No,Verified,2021-12-25,No,No,Yes,912753.66,No,No,2,Branch,Colleague,Ignored,Yes,25-34,,True,False,False
FSL-0282,Donna Flores,745162302V,Female,1974-01-16,49,Gampaha,Western,Suburban,Starter,2016-11-07,9.5,88420.92,2217.16,1045.41,1171.7499999999998,Inactive,Standard,No,,,,,,,,Yes,2023-09-17,34,Branch,Yes,Verified,2023-10-18,No,No,No,,No,No,1,Digital,,Ignored,No,45-54,,True,True,False
FSL-0283,Deborah Martin,970908350V,Male,1997-03-31,26,Kandy,Central,Suburban,Starter,2020-11-14,5.5,136050.8,4148.03,2157.93,1990.1,Active,Standard,Yes,Personal,1297030.69,48.0,29723.62,On-Time,2021-07-03,502294.34,No,,4,App,Yes,Verified,2021-06-26,No,No,No,,Yes,Yes,4,Digital,,Unsubscribed,No,25-34,3.691961679019896,True,False,False
FSL-0284,Joseph Scott,972238542V,Male,1997-08-11,26,Jaffna,Northern,Urban,Premium,2018-12-03,7.4,4505883.24,140445.96,72009.37,68436.59,Active,Gold,No,,,,,,,,Yes,2023-10-10,11,Agent,Yes,Verified,2020-11-14,No,No,No,,No,Yes,2,Branch,,Ignored,Yes,25-34,,True,True,False
FSL-0285,Timothy Collins,775953291V,Female,1977-04-05,46,Jaffna,Northern,Suburban,Premium,2022-12-14,3.4,1393090.78,43706.86,14167.74,29539.120000000003,Active,Gold,No,,,,,,,,No,,1,Branch,No,Expired,2021-06-28,No,No,No,,No,Yes,2,Agent,,Ignored,No,45-54,,True,True,False
FSL-0286,Cynthia Wilson,743071346V,Male,1974-11-03,49,Kandy,Central,Urban,Regular,2023-08-10,2.7,553861.38,12806.6,10218.4,2588.2000000000007,Active,Silver,No,,,,,,,,Yes,2023-10-01,20,Online,Yes,Pending,2021-05-22,No,No,Yes,634163.79,Yes,Yes,4,Branch,,Ignored,Yes,45-54,,True,False,False
FSL-0287,Anthony Morris,781703436V,Male,1978-06-19,45,Galle,Southern,Urban,Regular,2018-01-26,8.3,792511.06,60029.46,33363.28,26666.18,Active,Silver,Yes,Personal,1172040.31,60.0,21487.41,On-Time,2020-08-30,338144.12,Yes,2023-06-16,34,Agent,No,Verified,2021-07-05,No,No,No,,Yes,No,3,Branch,Friend,Responded,No,45-54,0.4266743230056625,True,False,False
